position,ppr_points,var,moving_avg,up_vol,down_vol,hv_plays,hv_points,ou,def_rk,attempts,conv_rate,ay_att,yac_att,yds_route
WR,2.10,0.56,11.60,1,1,0,0,46,32,2,0.50,4.50,1.25,5.75
WR,4.20,0.66,8.68,1.97,0.36,0,0,46,31,3,0.67,1.67,1.44,3.11
TE,8.20,0.88,8.82,2.46,0.38,1,3.10,46,31,8,0.38,1.05,0.44,1.49
WR,9.90,0.37,20.26,1.61,0.66,1,7.30,46,31,4,0.50,2.13,0.06,2.19
TE,2.00,0.79,8.38,2.27,0.27,0,0,46,32,5,0.40,0.52,0.12,0.64
WR,14.20,0.82,12.06,2.20,0.27,2,14.20,46,31,5,0.40,4.20,1.12,5.32
TE,8.90,0.52,5.56,1.71,0.36,1,7.30,46,32,3,0.67,0.89,0.22,1.11
WR,5.50,0.57,7.08,2.06,0.47,0,0,46,32,7,0.43,2.63,0.00,2.63
WR,7.50,0.82,4.68,2.42,0.17,1,7.10,46,31,2,1.00,-1.50,0.25,-1.25
WR,2.30,1.08,6.00,3.10,0.34,0,0,46,32,2,0.50,4.50,2.75,7.25
TE,3.70,0.88,4.12,2.51,0.36,0,0,46,31,2,1.00,0.25,4.00,4.25
WR,8.10,0.57,3.87,1,1,0,0,46,32,6,0.67,1.75,0.58,2.33
WR,6.00,0.60,7.86,1.67,0.18,0,0,39.5,9,5,0.60,1.16,0.60,1.76
WR,7.40,0.47,1.30,1.84,0.50,0,0,39.5,9,7,0.43,1.82,0.31,2.12
TE,3.50,0.65,3.64,2.06,0.47,0,0,39.5,9,3,0.67,-0.78,1.89,1.11
TE,-0.40,0.98,6.16,2.74,0.00,0,0,39.5,9,1,1.00,5.00,1.00,6.00
WR,5.40,0.82,2.20,2.25,0.20,0,0,39.5,9,5,0.60,2.04,0.12,2.16
TE,12.20,0.85,6.34,2.23,0.34,1,9.70,39.5,6,4,0.50,3.75,0.44,4.19
WR,5.60,0.58,9.62,1.98,0.45,0,0,39.5,6,3,0.67,3.89,0.22,4.11
WR,1.50,0.19,5.12,1,1,0,0,39.5,9,3,0.33,1.67,0.56,2.22
TE,10.50,0.45,8.04,1.62,0.48,1,9.10,39.5,6,3,0.67,2.89,0.00,2.89
TE,8.80,0.43,11.34,1.76,0.42,0,0,39.5,9,8,0.75,0.49,0.27,0.75
WR,20.20,0.34,15.78,1.46,0.57,1,7.70,46,8,14,0.57,0.41,0.18,0.59
WR,1.40,1.25,1.07,3.61,0.09,0,0,46,8,1,1.00,4.00,0.00,4.00
TE,11.80,0.78,8.66,2.34,0.27,0,0,46,29,8,0.88,1.14,0.19,1.33
WR,6.40,0.49,7.58,1.71,0.50,1,3.20,46,29,3,1.00,3.00,0.78,3.78
WR,7.90,0.79,9.82,2.50,0.31,0,0,46,29,8,0.50,1.53,0.28,1.81
WR,14.90,0.77,8.30,2.33,0.28,1,8.10,46,8,4,1.00,2.31,0.75,3.06
TE,5.20,0.69,4.36,2.25,0.37,0,0,46,8,5,0.60,2.40,0.00,2.40
WR,13.20,0.68,14.22,2.07,0.46,0,0,46,29,7,0.86,0.84,0.73,1.57
TE,7.60,0.82,8.38,2.40,0.37,0,0,44,4,8,0.50,0.78,0.38,1.16
WR,5.80,0.74,6.20,2.70,0.35,0,0,44,11,2,1.00,8.50,1.00,9.50
WR,2.60,0.60,1.60,1,1,0,0,44,11,1,1.00,16.00,0.00,16.00
WR,6.60,0.61,13.78,1.93,0.29,0,0,44,4,9,0.33,1.32,0.10,1.42
WR,15.50,0.62,12.12,1.91,0.32,2,12.80,44,11,7,0.57,0.82,0.67,1.49
TE,1.90,0.96,4.90,2.56,0.26,0,0,44,11,1,1.00,6.00,3.00,9.00
WR,3.20,0.88,5.12,2.48,0.28,0,0,44,4,6,0.33,1.83,0.03,1.86
TE,15.80,0.45,16.14,1.60,0.27,2,15.80,44,11,5,0.40,1.68,0.00,1.68
WR,11.10,0.51,11.32,1.72,0.40,1,4.70,44,11,9,0.44,1.47,0.22,1.69
WR,1.60,0.74,7.82,2.27,0.24,0,0,44,11,2,0.50,3.00,0.00,3.00
TE,16.50,0.58,11.12,1.80,0.25,1,8.30,41,9,9,0.67,0.65,0.30,0.95
WR,1.40,0.67,19.56,2.30,0.29,0,0,41,9,4,0.25,3.69,0.00,3.69
WR,1.60,0.83,7.38,1,1,0,0,41,1,4,0.25,2.81,-0.50,2.31
TE,2.70,0.85,7.58,2.23,0.34,0,0,41,1,4,0.25,1.81,0.75,2.56
WR,9.50,0.52,11.50,1.77,0.45,0,0,41,9,8,0.63,1.14,0.08,1.22
WR,8.60,0.58,8.68,1.98,0.45,0,0,41,1,5,0.80,1.76,0.32,2.08
WR,2.90,0.50,6.78,1.80,0.52,0,0,41,9,1,1.00,17.00,2.00,19.00
TE,12.90,0.45,8.48,1.62,0.48,1,9.00,41,1,7,0.43,1.33,0.18,1.51
TE,17.80,0.49,12.20,1.62,0.40,1,3.60,45.5,32,11,0.73,0.98,0.35,1.33
WR,20.20,0.82,8.86,2.20,0.27,2,19.70,45.5,15,4,0.50,3.94,0.44,4.38
WR,10.80,0.54,15.06,1.85,0.45,1,4.80,45.5,32,6,0.67,2.70,0.45,3.14
WR,2.60,0.74,2.90,2.25,0.46,0,0,45.5,32,1,1.00,15.00,1.00,16.00
TE,8.30,0.88,2.82,2.51,0.36,2,8.30,45.5,15,2,1.00,15.75,0.00,15.75
TE,4.60,0.65,2.25,1.82,0.45,0,0,43.5,25,2,1.00,4.50,2.00,6.50
WR,7.60,0.26,6.76,1,1,0,0,45.5,32,3,1.00,3.78,1.33,5.11
WR,5.00,0.66,7.88,1.97,0.36,1,3.20,45.5,15,4,0.50,2.31,0.81,3.13
WR,8.00,0.94,1.76,2.97,0.24,1,8.00,45.5,32,1,1.00,-4.00,14.00,10.00
TE,4.20,0.88,8.84,2.46,0.38,0,0,45.5,15,4,0.50,3.50,0.69,4.19
WR,3.80,0.62,7.96,1.97,0.38,0,0,45.5,32,3,0.67,3.22,0.67,3.89
WR,27.20,0.37,18.68,1.61,0.66,3,25.10,45.5,15,12,0.33,1.54,0.06,1.60
TE,5.10,0.52,6.62,1.78,0.45,0,0,45.5,32,4,0.75,0.88,0.44,1.31
WR,3.40,0.70,9.18,2.06,0.43,0,0,52,26,2,1.00,-1.00,4.50,3.50
TE,2.60,1.30,4.08,4.16,0.32,0,0,52,13,1,1.00,13.00,3.00,16.00
WR,25.60,0.50,14.20,1.76,0.40,2,16.20,52,13,11,0.64,0.57,0.16,0.73
WR,7.70,0.80,6.86,2.32,0.30,2,7.70,52,26,2,1.00,11.50,3.25,14.75
WR,18.30,0.88,5.50,2.49,0.39,2,14.70,52,26,6,0.67,0.33,0.31,0.64
WR,6.90,0.47,12.42,1.73,0.44,0,0,52,13,5,0.80,0.44,0.80,1.24
TE,3.40,0.89,5.56,2.58,0.33,1,3.40,52,13,1,1.00,22.00,2.00,24.00
WR,16.20,0.43,15.32,1.58,0.51,1,8.00,52,26,8,0.63,0.99,0.25,1.24
WR,10.40,0.75,23.32,2.38,0.36,1,8.00,52,13,4,0.50,2.94,0.25,3.19
TE,14.10,0.74,9.96,2.15,0.17,0,0,52,26,10,0.80,0.65,0.13,0.78
WR,3.50,0.56,5.54,1.97,0.53,0,0,40.5,20,3,0.67,2.33,0.00,2.33
TE,1.90,0.65,3.56,2.06,0.47,0,0,40.5,20,2,0.50,0.50,2.25,2.75
WR,1.80,0.93,8.58,2.70,0.18,0,0,40.5,6,2,0.50,3.25,0.50,3.75
WR,5.40,0.35,6.42,1.50,0.57,1,3.20,40.5,6,4,0.50,3.00,0.13,3.13
WR,1.80,0.82,2.04,2.25,0.20,0,0,40.5,20,1,1.00,6.00,2.00,8.00
TE,3.50,0.75,9.72,2.24,0.27,0,0,40.5,6,6,0.50,1.56,0.25,1.81
WR,10.30,0.63,8.58,1.89,0.26,0,0,40.5,20,8,0.75,1.05,0.08,1.13
WR,20.20,0.60,14.74,1.96,0.29,1,11.10,40.5,6,8,0.75,1.63,0.27,1.89
WR,16.30,0.60,6.06,1.67,0.18,3,16.30,40.5,20,3,1.00,12.78,2.00,14.78
TE,2.20,0.43,11.20,1.76,0.42,0,0,40.5,20,4,0.50,1.00,0.25,1.25
TE,15.70,0.57,7.92,1.77,0.29,1,7.40,46.5,12,8,0.75,0.52,0.25,0.77
WR,7.70,0.55,11.96,1.82,0.36,0,0,46.5,12,8,0.50,1.19,0.19,1.38
WR,7.40,0.51,11.15,1.69,0.41,0,0,46.5,14,8,0.38,1.70,0.13,1.83
TE,1.80,0.78,6.40,2.26,0.37,0,0,46.5,14,3,0.33,3.11,0.00,3.11
WR,4.20,0.98,3.82,2.34,-0.12,0,0,46.5,14,4,0.50,2.38,1.00,3.38
TE,13.80,0.80,4.76,2.32,0.28,3,11.60,46.5,14,8,0.50,1.97,0.31,2.28
TE,2.30,0.79,2.73,2.51,0.44,0,0,46.5,12,2,1.00,-1.50,2.25,0.75
WR,6.30,0.80,7.62,2.30,0.22,0,0,46.5,12,4,0.75,2.50,0.31,2.81
WR,6.50,0.64,9.76,1.96,0.40,0,0,46.5,12,5,0.60,2.12,0.48,2.60
WR,13.10,0.96,2.72,2.72,0.07,0,0,46.5,14,5,0.60,0.84,0.64,1.48
WR,12.40,0.70,7.78,2.21,0.29,0,0,46.5,14,8,0.63,1.39,0.28,1.67
WR,1.60,0.96,4.66,1,1,0,0,41,2,2,0.50,2.25,2.25,4.50
WR,9.80,0.59,10.07,2.09,0.40,1,3.10,41,2,6,0.67,1.81,0.03,1.83
TE,5.40,0.81,8.66,2.55,0.32,0,0,41,2,5,0.60,1.16,0.20,1.36
WR,8.40,0.56,7.20,1.87,0.42,0,0,41,2,8,0.63,0.91,0.22,1.13
WR,25.70,0.55,20.08,1.85,0.30,3,12.30,41,2,19,0.53,0.76,0.12,0.88
WR,6.10,0.51,10.50,1.72,0.40,0,0,44.5,19,4,0.75,3.88,0.69,4.56
WR,11.40,0.91,15.68,2.88,0.32,1,1.80,44.5,4,6,0.67,2.20,0.58,2.78
WR,19.30,0.62,8.24,1.91,0.32,1,14.20,44.5,19,5,0.80,2.60,1.40,4.00
WR,10.60,0.52,8.34,1.97,0.41,1,8.30,44.5,4,7,0.29,2.63,0.06,2.69
TE,9.60,0.96,3.42,2.56,0.26,1,8.50,44.5,19,2,1.00,4.00,0.00,4.00
WR,6.90,0.63,9.94,2.09,0.38,0,0,44.5,4,6,0.50,3.42,0.11,3.53
TE,18.10,0.45,20.30,1.60,0.27,1,8.10,44.5,19,12,0.50,0.54,0.17,0.71
WR,15.70,0.74,6.96,2.27,0.24,1,12.90,44.5,19,4,0.75,4.06,1.38,5.44
TE,3.60,0.77,6.12,2.51,0.37,0,0,44.5,4,2,1.00,4.00,0.00,4.00
TE,1.50,0.64,2.78,2.11,0.39,0,0,44.5,19,1,1.00,1.00,4.00,5.00
WR,11.10,0.57,16.18,1.84,0.38,0,0,44.5,4,10,0.60,0.44,0.29,0.73
WR,3.50,0.84,6.94,2.19,0.35,0,0,45.5,,3,0.67,4.67,0.11,4.78
WR,9.90,0.65,3.78,1.87,0.26,1,9.90,45.5,,2,0.50,10.00,0.00,10.00
TE,2.10,0.71,3.32,2.06,0.47,0,0,45.5,,1,1.00,9.00,2.00,11.00
WR,1.90,0.75,12.08,2.18,0.24,0,0,45.5,,2,0.50,4.75,0.50,5.25
WR,21.50,0.49,17.58,1,1,1,11.80,45.5,,9,0.56,1.90,0.30,2.20
TE,1.90,0.79,3.54,2.15,0.31,0,0,45.5,,2,0.50,1.25,2.00,3.25
WR,2.30,0.77,10.34,2.33,0.28,0,0,41.5,17,2,0.50,5.25,0.50,5.75
TE,0.00,1.30,3.46,3.24,0.15,0,0,41.5,17,1,0.00,-2.00,0.00,-2.00
WR,6.10,0.60,14.88,1.96,0.38,0,0,41.5,29,6,0.50,2.67,0.11,2.78
TE,9.60,0.95,2.82,1,1,1,8.10,41.5,29,2,1.00,3.75,0.25,4.00
TE,2.50,0.69,6.74,2.25,0.37,0,0,41.5,17,4,0.25,2.50,0.38,2.88
TE,5.50,0.40,10.90,1.52,0.51,0,0,41.5,29,5,0.60,1.48,0.20,1.68
WR,7.40,0.48,5.30,1.74,0.52,0,0,41.5,29,6,0.67,1.50,0.20,1.70
WR,0.50,1.04,3.58,2.84,0.14,0,0,41.5,29,1,0.00,9.00,0.00,9.00
TE,7.10,0.66,10.20,2.17,0.34,0,0,41.5,29,5,1.00,0.32,0.52,0.84
WR,0.90,1.25,1.15,3.61,0.09,0,0,41.5,17,2,0.50,5.25,0.25,5.50
WR,1.60,0.59,15.00,1.83,0.15,0,0,41.5,17,1,1.00,0.00,6.00,6.00
WR,15.40,0.34,13.88,1.46,0.57,1,7.60,41.5,17,10,0.50,0.76,0.10,0.86
WR,1.50,0.88,4.46,2.60,0.34,0,0,43.5,30,1,1.00,5.00,0.00,5.00
WR,1.60,0.63,6.58,1.95,0.35,0,0,43.5,30,2,0.50,2.25,1.00,3.25
TE,21.30,0.77,4.58,2.28,0.35,2,11.20,43.5,30,9,0.78,0.78,0.42,1.20
TE,2.30,0.20,1.60,1,1,0,0,43.5,25,4,0.25,3.69,0.81,4.50
WR,4.20,0.59,2.98,1.94,0.40,0,0,43.5,25,7,0.29,1.88,0.06,1.94
WR,6.20,0.55,7.84,1.78,0.39,0,0,43.5,25,3,1.00,2.89,0.67,3.56
WR,16.60,0.52,4.70,1.70,0.42,1,6.10,43.5,30,11,0.45,1.72,0.06,1.78
TE,1.60,0.93,6.94,2.65,0.29,0,0,43.5,30,1,1.00,-1.00,7.00,6.00
TE,4.70,0.36,2.90,1.50,0.53,0,0,43.5,25,3,1.00,0.78,1.11,1.89
WR,24.70,0.91,13.08,2.66,0.32,3,16.50,43.5,25,9,0.78,2.72,0.12,2.84
WR,17.40,0.53,12.42,1.88,0.41,1,3.50,43.5,30,11,0.73,0.67,0.36,1.02
WR,11.40,0.56,9.12,1.90,0.41,0,0,41.5,11,8,0.75,1.49,0.08,1.56
WR,18.30,0.61,10.50,1.93,0.29,1,8.00,41.5,21,8,0.88,0.74,0.22,0.95
TE,1.60,0.70,7.56,2.09,0.25,0,0,41.5,11,4,0.25,2.94,0.25,3.19
WR,15.80,0.56,11.14,1.80,0.32,1,10.10,39.5,16,6,0.67,1.75,0.20,1.95
WR,3.20,0.51,5.44,1.77,0.45,0,0,41.5,11,4,0.50,2.50,0.06,2.56
WR,5.70,0.76,4.38,1,1,1,3.50,41.5,11,3,0.67,1.56,3.00,4.56
WR,3.50,0.88,6.24,2.48,0.28,0,0,41.5,21,2,1.00,3.50,0.25,3.75
TE,16.40,1.01,4.82,2.82,0.35,2,16.40,41.5,11,2,1.00,4.25,1.75,6.00
WR,9.80,0.53,14.64,1.64,0.41,1,3.20,41.5,11,8,0.63,0.59,0.61,1.20
TE,22.50,0.82,4.60,2.40,0.37,3,17.40,41.5,21,5,1.00,3.32,3.68,7.00
TE,5.40,0.52,6.12,1.71,0.36,0,0,41.5,22,4,0.75,0.69,0.94,1.63
WR,12.10,0.57,5.50,2.06,0.47,1,3.10,41.5,22,8,0.63,1.66,0.22,1.88
WR,2.70,1.08,6.24,3.10,0.34,0,0,41.5,22,4,0.50,1.63,0.13,1.75
WR,3.60,0.67,9.34,2.01,0.31,0,0,41.5,31,5,0.40,1.12,0.08,1.20
WR,7.30,0.57,2.15,1,1,0,0,41.5,22,5,0.80,2.04,0.04,2.08
TE,4.40,0.58,4.50,2.07,0.53,1,4.40,41.5,31,1,1.00,8.00,26.00,34.00
TE,14.90,0.62,5.44,2.07,0.31,1,7.20,41.5,31,8,0.75,0.28,0.20,0.49
WR,13.80,0.64,10.94,2.14,0.37,1,9.40,41.5,31,4,1.00,1.56,0.81,2.38
WR,7.90,0.57,9.12,1.95,0.42,0,0,41.5,31,4,1.00,1.69,0.75,2.44
TE,13.90,0.79,7.00,2.27,0.27,1,9.10,41.5,22,3,1.00,4.00,1.33,5.33
WR,29.90,0.60,17.82,1.96,0.31,2,20.40,39.5,18,13,0.54,1.16,0.49,1.65
WR,10.50,0.93,3.80,2.61,0.39,1,8.20,39.5,16,4,0.50,2.75,0.13,2.88
WR,8.20,0.59,6.26,1.95,0.47,0,0,39.5,18,8,0.63,0.86,0.25,1.11
WR,1.90,0.76,3.23,2.31,0.41,0,0,39.5,16,6,0.17,1.64,0.00,1.64
WR,2.60,1.03,3.92,2.64,0.34,0,0,39.5,18,2,1.00,1.25,0.25,1.50
WR,1.60,0.98,3.76,2.92,0.36,0,0,39.5,18,1,1.00,12.00,0.00,12.00
TE,7.80,0.84,7.00,2.71,0.16,0,0,39.5,18,5,0.80,1.48,0.52,2.00
TE,3.10,0.62,6.22,1.97,0.47,1,3.10,39.5,18,2,0.50,2.00,2.00,4.00
TE,10.40,0.58,2.66,1.87,0.32,0,0,39.5,16,6,0.83,0.97,0.81,1.78
WR,0.00,0.59,3.80,1.79,0.31,0,0,41.5,21,1,0.00,5.00,0.00,5.00
TE,1.30,0.81,3.62,2.34,0.38,0,0,39.5,16,2,0.50,1.25,0.75,2.00
TE,5.10,0.54,11.54,1.79,0.42,1,3.40,39.5,16,3,0.67,2.44,1.11,3.55
WR,1.80,0.99,7.40,2.79,0.26,0,0,54.5,5,2,0.50,7.25,0.00,7.25
WR,8.10,0.60,10.24,1.92,0.34,0,0,54.5,5,5,0.60,2.64,0.48,3.12
WR,9.90,0.46,18.78,1.57,0.41,0,0,54.5,5,8,0.63,1.44,0.09,1.53
TE,17.80,0.75,12.44,2.07,0.21,1,8.80,54.5,5,9,0.56,1.22,0.22,1.44
WR,13.50,0.58,12.06,1.91,0.36,1,4.40,54.5,24,8,0.63,1.17,0.44,1.61
WR,21.40,0.68,13.76,1.87,0.16,1,7.50,54.5,24,11,0.73,0.86,0.18,1.04
WR,15.60,0.49,10.22,1.72,0.38,3,12.40,54.5,5,9,0.56,2.15,0.43,2.58
WR,15.70,0.61,9.56,1.90,0.40,0,0,54.5,24,8,1.00,0.69,0.52,1.20
WR,8.50,0.54,16.46,1.85,0.45,0,0,48,28,6,0.83,0.86,0.20,1.06
WR,4.70,0.38,6.93,1.54,0.52,0,0,48,15,3,0.67,5.33,0.11,5.44
WR,5.10,0.26,6.36,1,1,1,3.10,48,28,4,0.50,5.69,0.56,6.25
WR,-1.70,0.68,5.84,2.01,0.30,0,0,48,15,1,1.00,-2.00,-5.00,-7.00
WR,9.60,0.57,6.76,1.94,0.42,1,7.30,48,15,3,0.67,6.33,0.00,6.33
WR,10.90,0.62,6.04,1.97,0.38,1,4.70,48,28,4,1.00,2.63,1.31,3.94
TE,24.40,0.49,13.92,1.62,0.40,2,12.90,48,28,8,0.88,1.58,0.31,1.89
TE,5.10,0.86,7.20,2.64,0.33,0,0,48,15,5,0.60,1.12,0.20,1.32
WR,16.00,0.71,8.92,2.24,0.50,1,11.40,48,15,5,0.60,3.08,0.12,3.20
TE,10.90,0.56,6.92,1.80,0.29,1,7.90,48,15,3,0.67,5.44,5.22,10.67
TE,10.10,0.57,8.36,1.77,0.29,1,4.30,41.5,30,6,0.67,2.33,0.33,2.67
WR,6.50,0.55,18.00,1.82,0.36,1,3.70,41.5,30,4,0.75,1.63,0.56,2.19
WR,3.00,0.53,2.60,1.95,0.56,0,0,41.5,30,4,0.50,2.31,0.19,2.50
WR,13.10,0.80,10.20,2.30,0.22,1,5.10,41.5,30,5,0.80,3.16,0.44,3.60
WR,12.00,0.55,7.96,1.78,0.39,1,8.80,41.5,14,3,1.00,3.33,0.00,3.33
WR,9.50,0.64,10.70,1.96,0.40,2,7.80,41.5,30,3,1.00,6.67,0.56,7.22
TE,7.70,0.63,8.44,1.85,0.34,0,0,41.5,14,8,0.63,0.63,0.19,0.81
TE,7.60,0.70,8.88,2.37,0.34,1,7.60,41.5,30,1,1.00,5.00,1.00,6.00
TE,4.20,0.36,2.38,1.50,0.53,1,4.20,41.5,14,2,0.50,12.50,4.00,16.50
WR,6.00,0.91,14.78,2.66,0.32,0,0,41.5,14,6,0.50,1.81,0.08,1.89
WR,1.40,0.59,4.68,1.94,0.40,0,0,41.5,14,5,0.20,1.00,0.04,1.04
WR,2.10,0.52,10.22,1.73,0.33,0,0,43.5,20,5,0.20,3.80,0.24,4.04
WR,13.40,0.51,0.98,1.50,0.51,1,13.40,43.5,23,1,1.00,40.00,24.00,64.00
TE,17.50,1.00,5.08,2.54,0.28,2,13.10,52,10,6,0.67,1.56,0.81,2.36
TE,7.60,0.75,9.54,2.24,0.27,1,3.80,43.5,23,8,0.38,1.95,0.22,2.17
WR,2.90,0.93,10.24,2.70,0.18,0,0,43.5,23,8,0.25,1.56,0.03,1.59
WR,8.90,0.35,5.28,1.50,0.57,1,3.20,43.5,23,5,0.80,1.80,0.60,2.40
WR,5.50,0.62,6.28,1.97,0.35,0,0,43.5,20,2,1.00,8.00,0.75,8.75
WR,9.50,0.81,5.08,2.22,0.24,0,0,43.5,23,6,1.00,0.61,0.31,0.92
TE,3.50,0.36,2.70,1.38,0.62,0,0,43.5,23,2,1.00,2.00,1.75,3.75
WR,6.70,0.76,11.14,2.30,0.32,0,0,43.5,20,5,0.80,1.84,0.44,2.28
TE,9.10,0.79,2.34,2.15,0.31,1,7.20,45.5,24,2,1.00,2.00,0.75,2.75
TE,12.20,0.53,10.93,1.70,0.24,1,3.10,45.5,24,11,0.55,0.59,0.17,0.75
TE,14.30,0.95,2.45,2.50,0.17,1,12.80,45.5,27,4,0.50,3.88,2.25,6.13
WR,10.40,0.75,13.86,2.18,0.24,0,0,45.5,24,5,1.00,1.76,0.40,2.16
WR,13.00,0.60,10.22,1.92,0.34,1,4.80,45.5,27,7,0.86,0.22,1.53,1.75
WR,17.70,0.46,17.22,1.57,0.41,2,11.70,45.5,27,11,0.45,1.00,0.06,1.06
TE,18.00,0.75,10.58,2.07,0.21,3,16.50,45.5,27,6,0.67,1.53,0.89,2.42
WR,16.00,0.49,18.24,1,1,1,5.20,45.5,24,15,0.47,1.02,0.10,1.12
WR,4.00,0.49,13.04,1.72,0.38,0,0,45.5,27,7,0.29,2.16,0.12,2.29
WR,10.60,0.84,5.34,2.19,0.35,0,0,45.5,24,10,0.60,0.75,0.08,0.83
TE,13.10,0.45,18.74,1.60,0.27,1,4.80,48,,8,0.63,1.16,0.41,1.56
WR,11.90,0.51,10.96,1.72,0.40,1,7.80,48,,6,0.50,1.70,0.00,1.70
WR,1.90,0.74,7.50,2.27,0.24,0,0,48,,3,0.33,6.00,0.00,6.00
WR,8.80,0.62,9.12,1.91,0.32,1,4.60,48,,4,0.75,2.44,1.31,3.75
WR,7.70,0.52,7.38,1.97,0.41,0,0,43.5,25,7,0.43,2.22,0.08,2.31
WR,18.50,0.63,7.82,2.09,0.38,1,4.20,43.5,25,12,0.67,1.16,0.10,1.26
WR,2.80,0.52,4.66,1.70,0.42,0,0,43.5,19,2,0.50,10.00,0.00,10.00
WR,8.20,0.88,5.84,2.60,0.34,1,3.40,43.5,19,12,0.25,1.24,0.08,1.33
TE,3.20,0.77,7.38,2.51,0.37,0,0,43.5,25,3,0.67,1.11,0.67,1.78
WR,13.20,0.57,14.96,1.84,0.38,1,8.90,43.5,25,7,0.57,0.63,0.37,1.00
WR,7.60,0.53,13.58,1.88,0.41,0,0,43.5,19,8,0.50,0.92,0.24,1.16
WR,9.70,0.63,5.53,1.95,0.35,0,0,43.5,19,10,0.50,1.01,0.18,1.19
TE,5.50,0.77,4.27,2.28,0.35,1,3.10,43.5,19,3,0.67,1.89,2.89,4.78
WR,6.40,0.91,17.36,2.88,0.32,0,0,43.5,25,4,0.75,2.63,0.00,2.63
WR,5.70,0.64,12.54,2.14,0.37,0,0,38.5,2,7,0.57,0.73,0.06,0.80
WR,8.90,0.67,11.16,2.01,0.31,1,5.10,38.5,2,6,0.50,2.61,0.31,2.92
TE,8.60,0.62,4.70,2.07,0.31,1,3.70,38.5,2,4,1.00,1.94,0.94,2.88
WR,8.70,0.57,8.94,1.95,0.42,0,0,38.5,2,5,1.00,0.72,0.76,1.48
TE,12.00,0.45,16.46,1.50,0.38,1,5.30,48,11,5,0.80,2.72,1.16,3.88
WR,2.70,0.64,7.76,2.29,0.45,0,0,48,11,1,1.00,7.00,10.00,17.00
WR,26.00,0.61,7.56,1.93,0.29,2,16.60,48,5,9,0.78,1.22,0.38,1.60
WR,1.20,0.99,2.60,2.60,0.25,0,0,48,5,1,0.00,29.00,0.00,29.00
WR,14.40,0.56,11.52,1.80,0.32,2,10.20,48,8,4,1.00,3.50,3.00,6.50
WR,7.20,0.58,13.58,1.91,0.36,0,0,48,11,6,0.50,2.53,0.03,2.56
WR,2.30,0.88,6.36,2.48,0.28,0,0,48,5,1,1.00,0.00,13.00,13.00
WR,17.00,0.68,11.00,1.87,0.16,2,10.80,48,11,9,0.56,1.15,0.23,1.38
TE,9.20,0.82,3.50,2.40,0.37,2,6.90,48,5,4,0.75,2.63,1.38,4.00
WR,16.20,0.61,7.96,1.90,0.40,1,7.10,48,11,7,0.86,0.82,0.14,0.96
TE,8.00,1.01,3.66,2.82,0.35,0,0,43.5,1,5,0.80,0.00,1.40,1.40
TE,2.20,0.14,2.80,1,1,0,0,43.5,21,1,1.00,12.00,0.00,12.00
WR,14.80,0.67,17.26,2.30,0.29,3,11.60,43.5,21,7,0.71,2.57,0.29,2.86
TE,4.70,0.70,10.08,2.09,0.25,0,0,43.5,1,4,0.50,1.94,1.69,3.63
WR,6.30,0.51,5.76,1.77,0.45,0,0,43.5,1,6,0.50,1.25,0.06,1.31
WR,8.90,0.52,18.64,1.77,0.45,1,3.40,43.5,21,8,0.63,1.33,0.06,1.39
WR,6.20,0.56,8.40,1.90,0.41,1,4.80,43.5,1,5,0.40,2.48,0.32,2.80
TE,5.40,0.58,12.30,1.80,0.25,0,0,43.5,21,4,0.50,3.38,0.44,3.81
WR,6.10,0.53,15.78,1.64,0.41,0,0,43.5,1,5,0.60,1.24,0.52,1.76
TE,4.80,0.88,2.34,2.51,0.36,0,0,43.5,17,2,1.00,1.25,5.75,7.00
WR,8.70,0.66,6.72,1.97,0.36,1,4.50,43.5,17,4,0.75,3.81,0.25,4.06
WR,26.70,0.37,14.80,1.61,0.66,2,10.90,43.5,17,12,0.83,0.67,0.22,0.89
TE,3.30,0.88,10.48,2.46,0.38,0,0,43.5,17,5,0.40,1.72,0.32,2.04
WR,7.90,0.60,15.72,1.96,0.38,1,3.80,43.5,32,8,0.38,1.66,0.14,1.80
WR,3.30,0.48,9.56,1.74,0.52,0,0,43.5,32,2,1.00,2.75,0.50,3.25
TE,8.10,0.40,11.54,1.52,0.51,1,3.10,43.5,32,7,0.43,1.59,0.29,1.88
WR,0.60,1.04,4.57,2.84,0.14,0,0,43.5,32,1,0.00,32.00,0.00,32.00
WR,19.90,0.82,6.96,2.20,0.27,2,16.60,43.5,17,6,0.67,2.78,0.14,2.92
TE,9.80,0.74,2.72,1,1,1,9.80,50.5,12,1,1.00,16.00,12.00,28.00
WR,4.70,0.88,5.86,2.49,0.39,0,0,50.5,12,6,0.50,0.97,0.11,1.08
TE,1.90,0.74,11.84,2.15,0.17,0,0,50.5,12,2,0.50,2.25,0.00,2.25
WR,14.80,0.43,15.60,1.58,0.51,1,4.60,50.5,12,13,0.38,1.33,0.08,1.41
WR,17.00,0.51,9.20,1.69,0.41,2,11.10,50.5,13,7,0.71,0.67,0.61,1.29
TE,1.80,0.78,8.70,2.26,0.37,0,0,50.5,13,3,0.33,3.67,0.44,4.11
TE,7.70,0.80,3.58,2.32,0.28,1,3.90,50.5,13,6,0.50,2.53,0.64,3.17
WR,2.70,0.67,15.98,2.24,0.26,0,0,50.5,13,2,0.50,4.25,0.00,4.25
