pos,rank_full,rank_full_alt,rank_slim,standard_abs_rk,standard_value_rk,sim_abs_rk,sim_value_rk,exp_points_for,exp_points_ag,ou,spread,abs_spread,salary,points,points_per_salary
RB,40,11.33333333,2,3,126,1,30,18.25,22.25,40.5,-4,4,9200,30.5,3.315217391
WR,77.75,95.33333333,51.5,27,25,76,183,23.5,16.5,40,7,7,6000,19.9,3.316666667
WR,105,79.33333333,117.5,168,182,67,3,27.25,21.25,48.5,6,6,4000,13.3,3.325
QB,20.01765677,18.59317932,21.14224422,24,27,23,15,25.25,22.25,47.5,3,3,5700,18.98,3.329824561
TE,55.75,67.66666667,69,64,20,74,65,25.25,18.75,44,6.5,6.5,2700,9,3.333333333
QB,15.97222222,9.87654321,12.96296296,20,37,8,4,24.75,21.25,46,3.5,3.5,5900,19.68,3.33559322
QB,13.2642663,17.1875,8.59375,3,2,20,46,28.75,15.25,44,13.5,13.5,6900,23.02,3.336231884
RB,35.5,28.66666667,21,23,56,19,44,21.5,24.5,46,-3,3,7700,25.7,3.337662338
QB,29.77405428,33.96902412,33.76439145,23,14,32,28,20.25,26.25,46.5,-6,6,5000,16.74,3.348
TE,35.75,41.66666667,30,21,18,39,65,14,31,45,-17,17,4000,13.4,3.35
QB,38.714701,34.06893688,44.39285714,48,51,38,13,21.5,17.5,39,4,4,5100,17.12,3.356862745
QB,34.3742236,28.60455487,28.27950311,34,53,24,30,23,28,51,-5,5,6500,21.82,3.356923077
TE,40,48.66666667,59,60,14,58,28,22.75,19.75,42.5,3,3,2800,9.4,3.357142857
WR,106.75,121.6666667,101,81,62,121,163,29,17.5,46.5,11.5,11.5,3900,13.1,3.358974359
WR,72,79,65,50,51,80,107,24.75,18.75,43.5,6,6,4400,14.8,3.363636364
TE,35.25,29.33333333,12.5,12,53,13,63,21.25,28.75,50,-7.5,7.5,5500,18.5,3.363636364
QB,39.11324042,51.78629501,44.31010453,20,1,61,61,19.5,22,41.5,-2.5,2.5,5600,18.84,3.364285714
QB,,,,20,1,61,61,19.5,22,41.5,-2.5,2.5,5600,18.84,3.364285714
TE,45.25,37,50.5,63,70,38,10,23.75,18.25,42,5.5,5.5,3000,10.1,3.366666667
WR,51.5,40.66666667,9.5,13,84,6,103,26,19,45,7,7,6800,22.9,3.367647059
WR,65.75,80.66666667,28.5,17,21,40,185,19.5,27,46.5,-7.5,7.5,5900,19.9,3.372881356
RB,56,68.33333333,71,65,19,77,63,21.5,25.5,47,-4,4,4000,13.5,3.375
WR,116,135.3333333,163,159,58,167,80,23.5,21.5,45,2,2,3200,10.8,3.375
RB,70.5,87.66666667,95.5,90,19,101,72,16.75,18.25,35,-1.5,1.5,4800,16.2,3.375
TE,34,24,18.5,20,64,17,35,18,27.5,45.5,-9.5,9.5,4500,15.2,3.377777778
TE,41.25,44.33333333,46.5,46,32,47,40,20.25,23.75,44,-3.5,3.5,2900,9.8,3.379310345
QB,21.03786599,17.70176426,17.56559685,26,38,17,22,27.75,20.25,48,7.5,7.5,6200,20.96,3.380645161
WR,72,66.66666667,53.5,58,88,49,93,27.5,24,51.5,3.5,3.5,6500,22,3.384615385
RB,53.5,50.66666667,20,13,62,27,112,26,23,49,3,3,7900,26.8,3.392405063
WR,62.75,46,68,98,113,38,2,21.5,23.5,45,-2,2,4800,16.3,3.395833333
RB,38,42,30.5,26,26,35,65,23,27,50,-4,4,5300,18,3.396226415
RB,60,71.66666667,74,72,25,76,67,14,27.5,41.5,-13.5,13.5,4000,13.6,3.4
WR,75.75,61.33333333,35.5,37,119,34,113,24.25,26.75,51,-2.5,2.5,7700,26.2,3.402597403
QB,20.75807733,19.76959746,24.51430085,33,30,29,13,19,21.5,40.5,-2.5,2.5,4900,16.68,3.404081633
QB,29.34782609,37.39130435,32.60869565,15,4,35,36,17.25,26.25,43.5,-9,9,4900,16.68,3.404081633
WR,61.75,75.66666667,60,56,20,64,107,23,22,45,1,1,3200,10.9,3.40625
QB,31.06908665,32.3559719,39.34192037,51,37,56,25,30.5,17.5,48,13,13,6100,20.78,3.406557377
QB,,,,45,44,42,23,20.25,26.75,47,-6.5,6.5,5500,18.74,3.407272727
QB,27.3,27.2,29.4,25,23,24,19,18.75,24.75,43.5,-6,6,5300,18.06,3.40754717
QB,11.23206019,13.82407407,5.184027778,2,4,10,36,27,25.5,52.5,1.5,1.5,5900,20.12,3.410169492
QB,24.61419753,21.50205761,28.85802469,31,30,20,6,20.25,27.25,47.5,-7,7,5800,19.78,3.410344828
TE,47.75,51,49,47,38,51,55,20.5,19,39.5,1.5,1.5,4100,14,3.414634146
WR,75.75,42.33333333,53,78,176,28,21,26,23,49,3,3,7100,24.3,3.422535211
WR,120,122.6666667,133,124,112,142,102,16.5,23.5,40,-7,7,3300,11.3,3.424242424
TE,35.5,45.66666667,30,14,5,46,77,25.75,20.25,46,5.5,5.5,3300,11.3,3.424242424
RB,73.75,74.66666667,103.5,107,71,100,17,14,27.5,41.5,-13.5,13.5,3300,11.3,3.424242424
QB,24.42477876,21.98230088,21.57522124,30,39,23,28,28.25,22.75,51,5.5,5.5,6800,23.32,3.429411765
WR,51.75,36.66666667,25.5,31,97,20,59,27,25.5,52.5,1.5,1.5,6000,20.6,3.433333333
RB,61.25,45,13,11,110,15,109,25.25,18.25,43.5,7,7,8500,29.2,3.435294118
WR,100.25,78.66666667,111,130,165,92,14,24.5,14,38.5,10.5,10.5,4800,16.5,3.4375
WR,120.25,140.3333333,128,102,60,154,165,22.5,15.5,38,7,7,4000,13.8,3.45
TE,35,30.66666667,14,15,48,13,64,27.75,20.25,48,7.5,7.5,4400,15.2,3.454545455
WR,74.75,38.33333333,54.5,95,184,14,6,22.75,18.25,41,4.5,4.5,7600,26.3,3.460526316
QB,21.53725962,18.56410256,23.06009615,37,35,16,11,21.5,25,46.5,-3.5,3.5,6200,21.46,3.461290323
QB,26.04505814,22.4496124,27.88662791,37,35,16,11,21.5,25,46.5,-3.5,3.5,6200,21.46,3.461290323
RB,44.5,34.33333333,20.5,24,75,17,62,24.25,24.25,48.5,0,0,6000,20.8,3.466666667
TE,55.5,65,72.5,69,27,76,50,17.5,28.5,46,-11,11,3400,11.8,3.470588235
RB,24.25,22.33333333,11,11,30,11,45,25.25,19.25,44.5,6,6,6700,23.3,3.47761194
WR,67.25,45,36,50,134,22,63,14,31,45,-17,17,7100,24.7,3.478873239
WR,109.25,131.3333333,130,120,43,140,134,23.5,22,45.5,1.5,1.5,3300,11.5,3.484848485
WR,74.25,38.66666667,56,97,181,15,4,25,18.5,43.5,6.5,6.5,7000,24.4,3.485714286
RB,34.25,9.333333333,2,3,109,1,24,20,26.5,46.5,-6.5,6.5,10100,35.3,3.495049505
RB,32.5,25.66666667,13,12,53,14,51,26.25,17.25,43.5,9,9,7800,27.3,3.5
QB,13.88671875,13.828125,11.25,16,20,16,27,32,11,43,21,21,6600,23.14,3.506060606
RB,54.5,43.66666667,21.5,20,87,23,88,28.5,17.5,46,11,11,8100,28.4,3.50617284
WR,90.25,116.6666667,90,55,11,125,170,29.5,12.5,42,17,17,5500,19.3,3.509090909
WR,57.25,47,58.5,70,88,47,24,23.25,24.75,48,-1.5,1.5,3900,13.7,3.512820513
WR,103,85,106,116,157,96,43,21.5,29.5,51,-8,8,4200,14.8,3.523809524
QB,37.05555556,32.02962963,41.91111111,50,51,32,12,22.5,19.5,42,3,3,5000,17.62,3.524
RB,76,86.33333333,77.5,69,45,86,104,28.25,23.75,52,4.5,4.5,3800,13.4,3.526315789
WR,59.75,67,35,33,38,37,131,27.25,16.75,44,10.5,10.5,5100,18,3.529411765
WR,88.25,63.33333333,61.5,75,163,48,67,21.25,27.25,48.5,-6,6,6600,23.3,3.53030303
TE,38,26,36.5,55,74,18,5,24.75,21.75,46.5,3,3,3200,11.3,3.53125
RB,30.5,17.66666667,1.5,2,69,1,50,21.5,23.5,45,-2,2,8700,30.8,3.540229885
RB,51.25,45.33333333,48,54,69,42,40,15.75,26.25,42,-10.5,10.5,6100,21.6,3.540983607
QB,42.77054795,52.06849315,50.20890411,35,12,46,45,18.25,22.75,41,-4.5,4.5,6000,21.26,3.543333333
QB,50.99659864,58.95351474,60.21938776,49,25,62,52,21,26.5,47.5,-5.5,5.5,5000,17.72,3.544
WR,48.5,57.33333333,40.5,32,22,49,91,23,30,53,-7,7,4400,15.6,3.545454545
RB,35.25,25.33333333,14.5,16,65,13,47,24.25,19.25,43.5,5,5,8400,29.8,3.547619048
QB,39.41421896,41.48865154,47.29706275,56,40,58,36,26.75,24.25,51,2.5,2.5,5500,19.56,3.556363636
RB,56.5,65.66666667,38.5,29,29,48,120,27.75,23.25,51,4.5,4.5,6600,23.5,3.560606061
QB,16.41741071,16.31791126,8.357954545,7,14,7,27,19.25,21.75,41,-2.5,2.5,5600,19.96,3.564285714
WR,111,93.66666667,129.5,150,163,109,22,19.5,23,42.5,-3.5,3.5,4400,15.7,3.568181818
WR,82.75,96.66666667,74,56,41,92,142,23.5,22,45.5,1.5,1.5,4200,15,3.571428571
WR,40,42,6,2,34,10,114,34.5,12,46.5,22.5,22.5,7500,26.8,3.573333333
RB,50,53.66666667,29,22,39,36,103,25.75,22.25,48,3.5,3.5,5400,19.4,3.592592593
WR,37.25,34.33333333,13,10,46,16,77,19.25,19.25,38.5,0,0,5500,19.8,3.6
QB,10.27173913,9.130434783,5.543478261,10,21,7,25,34.5,12,46.5,22.5,22.5,6500,23.54,3.621538462
WR,55,61,6,3,37,9,171,29,25.5,54.5,3.5,3.5,6900,25,3.623188406
WR,79,71.33333333,54.5,57,102,52,105,21.5,25,46.5,-3.5,3.5,6400,23.2,3.625
WR,58.25,50.66666667,30.5,34,81,27,91,26.5,17,43.5,9.5,9.5,7000,25.4,3.628571429
RB,38.5,33.66666667,1.5,1,53,2,98,21.25,20.25,41.5,1,1,7600,27.6,3.631578947
WR,79.75,75.33333333,109.5,111,93,108,7,21,26.5,47.5,-5.5,5.5,3000,10.9,3.633333333
QB,34.80769231,27.51465201,38.78571429,47,57,31,5,22.75,16.25,39,6.5,6.5,6200,22.54,3.635483871
TE,26,29.66666667,9,5,15,13,71,19.25,30.25,49.5,-11,11,5500,20,3.636363636
QB,26.00740132,26.76123904,27.70353618,27,21,22,22,19,26,45,-7,7,5500,20,3.636363636
WR,103.25,77.33333333,101.5,126,181,77,29,15.25,24.75,40,-9.5,9.5,6000,21.82,3.636666667
WR,53,41.33333333,58,71,88,45,8,23,27,50,-4,4,4200,15.3,3.642857143
RB,44.25,37.66666667,54,67,64,41,5,27,17,44,10,10,3100,11.3,3.64516129
RB,37.5,29.33333333,32.5,37,62,28,23,23.75,30.75,54.5,-7,7,5400,19.7,3.648148148
TE,31.5,28,6,1,42,11,72,18.5,22.5,41,-4,4,5400,19.7,3.648148148
QB,34.0078125,35.26736111,44.39908854,48,32,46,18,20.5,21.5,42,-1,1,4500,16.42,3.648888889
QB,39.81402439,41.28861789,51.97942073,48,32,46,18,20.5,21.5,42,-1,1,4500,16.42,3.648888889
RB,24.25,21.66666667,13.5,14,32,13,38,29.25,14.75,44,14.5,14.5,8000,29.2,3.65
WR,38,41.33333333,6,2,28,10,112,25.75,18.75,44.5,7,7,7000,25.6,3.657142857
TE,18.5,12.33333333,3,4,37,2,31,30,23,53,7,7,7300,26.7,3.657534247
WR,77,42.33333333,37.5,56,181,19,52,21.25,28.75,50,-7.5,7.5,7700,28.2,3.662337662
WR,79.25,79,112.5,114,80,111,12,21.5,23,44.5,-1.5,1.5,3300,12.1,3.666666667
WR,73.25,66,17,14,95,20,164,22.75,24.25,47,-1.5,1.5,7800,28.6,3.666666667
TE,49.25,41.66666667,56.5,61,72,52,12,24.25,24.25,48.5,0,0,3700,13.6,3.675675676
TE,26,27.66666667,3.5,2,21,5,76,20.5,24.5,45,-4,4,5000,18.4,3.68
QB,23.55946602,19.19660194,16.14259709,21,42,16,29,25.75,22.25,48,3.5,3.5,6600,24.32,3.684848485
RB,42.25,41.33333333,3,1,45,5,118,27,22,49,5,5,7400,27.3,3.689189189
WR,70.75,61.33333333,46.5,49,99,44,91,22,23.5,45.5,-1.5,1.5,6800,25.1,3.691176471
WR,65.5,59,12.5,11,85,14,152,27.75,20.25,48,7.5,7.5,8000,29.6,3.7
TE,20.5,15.33333333,18.5,24,36,13,9,25,19.5,44.5,5.5,5.5,3700,13.7,3.702702703
RB,57.75,48.33333333,33,33,86,33,79,24.5,27.5,52,-3,3,7600,28.2,3.710526316
QB,38.22270115,44.76532567,45.45402299,39,18,49,42,21.75,24.75,46.5,-3,3,6100,22.64,3.71147541
RB,23.75,7.333333333,9.5,16,73,3,3,29,19.5,48.5,9.5,9.5,7000,26,3.714285714
WR,88.75,78.33333333,75,77,120,73,85,21.75,23.25,45,-1.5,1.5,4600,17.1,3.717391304
WR,79.75,49,21,33,172,9,105,26.25,22.75,49,3.5,3.5,9300,34.6,3.720430108
TE,40,32.33333333,43.5,54,63,33,10,27.5,16.5,44,11,11,3600,13.4,3.722222222
WR,102.5,83.66666667,110.5,129,159,92,30,21.25,27.25,48.5,-6,6,4400,16.4,3.727272727
TE,44,35.33333333,49,60,70,38,8,19,20.5,39.5,-1.5,1.5,3000,11.2,3.733333333
TE,30,36,20.5,12,12,29,67,19.75,22.75,42.5,-3,3,3400,12.7,3.735294118
QB,45.43209877,54.89711934,56.79012346,42,15,58,45,20.25,23.25,43.5,-3,3,5800,21.7,3.74137931
WR,49.25,49.33333333,26.5,22,49,31,95,27,17,44,10,10,5900,22.1,3.745762712
RB,35.75,10,3,5,113,1,24,21.25,27.25,48.5,-6,6,10000,37.5,3.75
WR,47.25,32.33333333,23,28,92,18,51,19.75,17.25,37,2.5,2.5,4900,18.4,3.755102041
QB,17.66862624,7.561881188,6.107673267,13,55,1,12,25.25,19.75,45,5.5,5.5,7000,26.3,3.757142857
WR,89.75,66,24,26,161,22,150,32.75,18.75,51.5,14,14,8300,31.2,3.759036145
WR,132.75,127.6666667,170,172,148,168,43,21.5,15.5,37,6,6,5000,18.8,3.76
QB,13.79047619,10.91746032,5.171428571,7,26,5,26,26.25,16.75,43,9.5,9.5,7100,26.7,3.76056338
WR,78.5,84,77.5,79,62,76,97,22.75,26.75,49.5,-4,4,4600,17.3,3.760869565
QB,53.16666667,68.58730159,60.07142857,27,5,60,62,16.5,20.5,37,-4,4,5300,19.94,3.762264151
QB,33.40395833,30.23722222,38.00083333,33,35,29,12,18.75,25.75,44.5,-7,7,5000,18.84,3.768
RB,39.25,32.33333333,21.5,23,60,20,54,27.25,21.75,49,5.5,5.5,5700,21.5,3.771929825
QB,18.41168091,15.14719848,21.93732194,34,36,22,2,29.25,14.75,44,14.5,14.5,6200,23.4,3.774193548
WR,66.75,70.66666667,29.5,24,55,35,153,24.75,15.25,40,9.5,9.5,6900,26.1,3.782608696
QB,35.03835227,28.16808712,38.12997159,46,54,28,8,22,24.5,46.5,-2.5,2.5,5800,21.96,3.786206897
WR,104,86,116,139,158,93,26,18,30.5,48.5,-12.5,12.5,4700,17.8,3.787234043
WR,71.5,43.66666667,21.5,29,155,14,88,30.5,18,48.5,12.5,12.5,8000,30.3,3.7875
WR,41.75,52.66666667,35,27,9,43,88,22.5,23.5,46,-1,1,4400,16.7,3.795454545
WR,110.75,146.6666667,131,97,3,165,178,24.25,19.75,44,4.5,4.5,3500,13.3,3.8
WR,108,106,82.5,75,114,90,153,21.5,17.5,39,4,4,4500,17.1,3.8
WR,119,103,124.5,126,167,123,60,21.75,24.75,46.5,-3,3,5000,19,3.8
RB,48.5,31.33333333,21,30,100,12,52,29,17.5,46.5,11.5,11.5,8000,30.4,3.8
WR,69.5,67,26,22,77,30,149,18,27.5,45.5,-9.5,9.5,6100,23.2,3.803278689
QB,23.86322314,22.44499541,19.23856749,30,38,22,39,30.25,17.75,48,12.5,12.5,6800,25.88,3.805882353
QB,54.46611111,56.70444444,64.91166667,46,32,41,27,23.5,21.5,45,2,2,5100,19.42,3.807843137
WR,97.25,71,102.5,140,176,65,8,23.25,19.75,43,3.5,3.5,4300,16.4,3.813953488
WR,92.5,96.66666667,97,97,80,97,96,20.25,23.25,43.5,-3,3,5000,19.1,3.82
QB,10.93272171,10.65239551,4.204892966,6,14,4,28,27.25,20.25,47.5,7,7,6900,26.48,3.837681159
TE,30.75,36,39,36,15,42,30,25,22,47,3,3,3100,11.9,3.838709677
RB,57.5,62.33333333,66.5,66,43,67,54,24.75,18.75,43.5,6,6,4400,16.9,3.840909091
WR,56,57.66666667,12.5,9,51,16,148,22.75,20.25,43,2.5,2.5,6300,24.2,3.841269841
RB,51.5,47.66666667,43,49,63,37,57,17.75,30.25,48,-12.5,12.5,4600,17.7,3.847826087
TE,43.25,50,58.5,56,23,61,33,17,26.5,43.5,-9.5,9.5,2700,10.4,3.851851852
RB,26.75,12.33333333,2,3,70,1,33,21,26.5,47.5,-5.5,5.5,8800,33.9,3.852272727
QB,14.44951026,14.3914801,12.53451493,18,21,18,26,33.5,15,48.5,18.5,18.5,6400,24.66,3.853125
QB,18.17369186,12.82848837,8.552325581,12,32,4,20,21.5,25,46.5,-3.5,3.5,6100,23.56,3.862295082
RB,58.75,40,28.5,35,115,22,63,22.75,20.25,43,2.5,2.5,8000,30.9,3.8625
QB,27.08888889,34.75555556,23.51111111,8,4,38,56,22.5,15.5,38,7,7,5100,19.72,3.866666667
RB,58.5,53,31,30,75,32,97,26.25,22.75,49,3.5,3.5,7500,29,3.866666667
QB,20.41237113,15.15463918,22.26804124,34,39,14,1,24.25,20.25,44.5,4,4,5600,21.66,3.867857143
QB,20.00079365,17.89100529,7.595238095,9,26,6,38,22.5,25.5,48,-3,3,6800,26.32,3.870588235
RB,37,45.66666667,32,19,11,45,73,28.75,13.75,42.5,15,15,5500,21.3,3.872727273
WR,77.5,97,67,40,19,94,157,20.5,24,44.5,-3.5,3.5,4800,18.6,3.875
WR,42.75,30.66666667,19.5,26,79,13,53,23.5,22.5,46,1,1,6500,25.2,3.876923077
RB,52.25,54,18,10,47,26,126,21,26.5,47.5,-5.5,5.5,5000,19.4,3.88
RB,68.25,77.33333333,81,76,41,86,70,17,26.5,43.5,-9.5,9.5,4300,16.7,3.88372093
QB,,,,50,50,45,28,24.25,19.75,44,4.5,4.5,5400,21,3.888888889
QB,48.09090909,50.18181818,62.03030303,48,30,41,19,21.25,27.25,48.5,-6,6,5100,19.94,3.909803922
QB,14.06386431,13.46961652,2.773156342,4,20,3,44,28.25,23.75,52,4.5,4.5,7100,27.76,3.909859155
WR,109.5,95,132.5,143,153,122,20,23.25,17.25,40.5,6,6,3500,13.7,3.914285714
WR,57.75,56.33333333,56.5,60,62,53,56,19.25,25.25,44.5,-6,6,4900,19.2,3.918367347
TE,34,36,36.5,35,28,38,35,26.5,21,47.5,5.5,5.5,4200,16.5,3.928571429
QB,26.95383275,35.19744483,16.11672474,1,2,28,66,20.5,16.5,37,4,4,5100,20.04,3.929411765
RB,66,75.33333333,54.5,43,38,66,117,19.25,20.25,39.5,-1,1,4600,18.1,3.934782609
WR,81,107.6666667,110.5,96,1,125,102,17.5,29,46.5,-11.5,11.5,4700,18.5,3.936170213
TE,44,38.33333333,51.5,58,61,45,12,20.5,24.5,45,-4,4,3200,12.6,3.9375
WR,85.75,65,21.5,24,148,19,152,25.25,17.25,42.5,8,8,7400,29.2,3.945945946
WR,85.25,85.33333333,104,116,85,92,48,18.25,25.25,43.5,-7,7,4000,15.8,3.95
RB,80.5,80.66666667,112.5,117,80,108,17,23.5,27.5,51,-4,4,4100,16.2,3.951219512
QB,43.84086799,40.76431585,47.30198915,46,46,36,24,19.75,24.25,44,-4.5,4.5,5400,21.34,3.951851852
RB,53.25,32,42.5,64,117,21,11,27.25,21.25,48.5,6,6,7500,29.7,3.96
QB,26.44680851,23.92806484,22.19642857,29,36,18,29,23.5,27.5,51,-4,4,6100,24.2,3.967213115
RB,60.5,73,59.5,51,23,68,100,20,16,36,4,4,5100,20.3,3.980392157
RB,68.75,58,78.5,87,101,70,17,27.75,17.25,45,10.5,10.5,5400,21.5,3.981481481
RB,27.5,23.33333333,14.5,16,40,13,41,23.75,22.75,46.5,1,1,6100,24.3,3.983606557
WR,86.25,52.66666667,74,111,187,37,10,26.25,16.75,43,9.5,9.5,6900,27.5,3.985507246
WR,61,56.66666667,3,3,74,3,164,20.25,25.75,46,-5.5,5.5,7400,29.5,3.986486486
WR,54.25,50,41.5,45,67,38,67,16.5,29.5,46,-13,13,4600,18.4,4
TE,36.5,33.66666667,46.5,57,45,36,8,19.25,20.25,39.5,-1,1,2800,11.2,4
TE,23,26.66666667,10.5,3,12,18,59,26,19,45,7,7,5600,22.4,4
QB,25.12244898,23.55229592,17.27168367,20,38,24,46,28,18.5,46.5,9.5,9.5,6600,26.44,4.006060606
WR,46,28,18.5,24,100,13,47,25.25,19.25,44.5,6,6,7300,29.3,4.01369863
WR,41.25,33.66666667,27,32,64,22,47,23.75,30.75,54.5,-7,7,5900,23.7,4.016949153
WR,51.25,62.33333333,43,30,18,56,101,25.75,18.75,44.5,7,7,4200,16.9,4.023809524
WR,93,64.33333333,29,37,179,21,135,23,22,45,1,1,8300,33.4,4.024096386
TE,29.5,35,36.5,34,13,39,32,22.75,26.25,49,-3.5,3.5,3800,15.3,4.026315789
WR,92.5,66,87,114,172,60,24,17,21.5,38.5,-4.5,4.5,5800,23.4,4.034482759
QB,23.96428571,22,17.28571429,23,38,21,40,29,26,55,3,3,6200,25.02,4.035483871
QB,28.01282051,29.88034188,20.05128205,20,19,14,42,19.5,22.5,42,-3,3,6300,25.44,4.038095238
WR,76,91,63,44,31,82,147,19,18,37,1,1,5100,20.6,4.039215686
TE,51,46,61,63,66,59,16,20.25,22.75,43,-2.5,2.5,2500,10.1,4.04
WR,42.75,43.33333333,42,46,41,38,46,23,27,50,-4,4,4900,19.8,4.040816327
QB,44.6821733,42.89488636,59.74644886,59,49,58,9,22,25,47,-3,3,5000,20.22,4.044
QB,32.34206989,27.72177419,40.19657258,51,50,36,3,23.25,20.25,43.5,3,3,5700,23.06,4.045614035
RB,74.25,68.33333333,86.5,91,92,82,32,13.25,23.75,37,-10.5,10.5,4200,17,4.047619048
TE,36,36.66666667,32.5,29,34,36,45,29,26,55,3,3,3700,15,4.054054054
RB,42.5,15,2,3,125,1,41,23.25,19.75,43,3.5,3.5,10000,40.6,4.06
QB,11.54867257,5.840707965,3.584070796,8,36,1,13,28.25,23.75,52,4.5,4.5,7600,30.86,4.060526316
WR,81.75,79.33333333,60,61,89,59,118,20.25,23.75,44,-3.5,3.5,5800,23.6,4.068965517
WR,87.25,116,84,41,1,127,180,22.75,24.25,47,-1.5,1.5,4300,17.5,4.069767442
QB,21.41826923,17.59615385,25.52884615,36,38,23,2,26,23,49,3,3,5800,23.62,4.072413793
TE,26,21.66666667,31,35,39,27,3,17.5,27,44.5,-9.5,9.5,2600,10.6,4.076923077
RB,63.25,76,72.5,67,25,78,83,14,24.5,38.5,-10.5,10.5,3900,15.9,4.076923077
RB,58.75,73.33333333,80,72,15,88,60,18.5,22.5,41,-4,4,5200,21.2,4.076923077
WR,43.75,20,28.5,52,115,5,3,23.25,24.75,48,-1.5,1.5,7300,29.8,4.082191781
QB,38.81363982,34.82649443,45.89285714,57,52,37,13,23.5,22.5,46,1,1,5500,22.46,4.083636364
WR,76.5,79.33333333,60.5,52,68,69,117,24.5,23.5,48,1,1,6700,27.4,4.089552239
QB,47.30930335,38.14961787,48.72574956,54,66,32,15,20.25,23.75,44,-3.5,3.5,6000,24.54,4.09
RB,43.25,54.33333333,52.5,44,10,61,58,23,20,43,3,3,3200,13.1,4.09375
TE,28.75,22.33333333,4,4,48,4,59,23.75,26.75,50.5,-3,3,5200,21.3,4.096153846
QB,33.09139785,42.86123912,37.8187404,26,4,54,56,23.25,17.25,40.5,6,6,5100,20.92,4.101960784
RB,53,51,67.5,72,59,63,18,19,21.5,40.5,-2.5,2.5,3700,15.2,4.108108108
WR,70.25,85.66666667,70.5,48,24,93,116,18,25,43,-7,7,4500,18.5,4.111111111
RB,78,78.33333333,85.5,82,77,89,64,16.25,22.75,39,-6.5,6.5,4400,18.1,4.113636364
WR,122.5,107,154.5,169,169,140,12,20.25,23.25,43.5,-3,3,3500,14.4,4.114285714
QB,45.58171453,42.58164414,56.90456081,50,47,48,12,18.5,22.5,41,-4,4,5500,22.64,4.116363636
WR,83.75,89.66666667,79.5,79,66,80,110,27,19.5,46.5,7.5,7.5,6500,26.8,4.123076923
WR,71.25,94.33333333,93.5,80,2,107,96,23,21.5,44.5,1.5,1.5,3000,12.4,4.133333333
RB,63,64,69,67,60,71,54,23.5,18.5,42,5,5,4500,18.6,4.133333333
QB,51.99416667,50.38194444,67.10875,56,47,55,14,18.75,26.25,45,-7.5,7.5,5300,21.94,4.139622642
WR,74,71.33333333,87,88,82,86,40,14.75,29.25,44,-14.5,14.5,4100,17,4.146341463
TE,18.5,22,14.5,10,8,19,37,24.5,21.5,46,3,3,3400,14.1,4.147058824
WR,112,119,164,170,91,158,29,24.75,21.75,46.5,3,3,3300,13.7,4.151515152
WR,68.25,73.66666667,46.5,43,52,50,128,23.25,20.25,43.5,3,3,5900,24.5,4.152542373
RB,56.25,58,28,22,51,34,118,26.75,24.25,51,2.5,2.5,6500,27,4.153846154
RB,47.25,49.66666667,36.5,37,40,36,76,22,24.5,46.5,-2.5,2.5,6400,26.6,4.15625
WR,75,91,95.5,84,27,107,82,22,23.5,45.5,-1.5,1.5,3800,15.8,4.157894737
TE,52.75,51.66666667,69,70,56,68,17,22,25,47,-3,3,2500,10.4,4.16
TE,38,49.66666667,47.5,42,3,53,54,25.5,29,54.5,-3.5,3.5,3100,12.9,4.161290323
RB,34.75,24,22,28,67,16,28,18.5,21.5,40,-3,3,6400,26.7,4.171875
WR,106.75,92,93.5,105,151,82,89,23.25,19.75,43,3.5,3.5,4800,20.1,4.1875
WR,69.25,87.33333333,53.5,35,15,72,155,22.75,20.25,43,2.5,2.5,4800,20.1,4.1875
QB,14.70686141,14.53781703,8.114130435,8,15,8,27,23,21.5,44.5,1.5,1.5,5300,22.22,4.19245283
QB,23.57629654,22.83178191,25.80984043,26,26,26,17,23.5,22.5,46,1,1,5400,22.64,4.192592593
WR,68.5,63,87,94,85,80,15,29.25,14.75,44,14.5,14.5,3000,12.6,4.2
WR,51.75,37.33333333,20.5,25,95,16,71,27.25,21.25,48.5,6,6,6900,29,4.202898551
WR,99.25,102.6666667,118,118,89,118,72,23,19.5,42.5,3.5,3.5,5300,22.3,4.20754717
QB,11.82053571,6.712896825,2.626785714,5,31,1,17,26.25,22.75,49,3.5,3.5,7200,30.32,4.211111111
TE,30.75,28.33333333,9.5,7,38,12,66,26.75,20.25,47,6.5,6.5,5500,23.2,4.218181818
WR,127.25,117,144,145,158,143,63,24.25,19.75,44,4.5,4.5,4900,20.7,4.224489796
QB,14.92080662,6.459223647,7.363514957,18,52,1,6,29.25,19.25,48.5,10,10,8000,33.82,4.2275
RB,36.75,41.66666667,37,35,22,39,51,17,27,44,-10,10,3500,14.8,4.228571429
QB,47.28873239,40.35305164,52.96338028,49,54,35,12,17.75,30.25,48,-12.5,12.5,5000,21.16,4.232
WR,114,151.6666667,151,130,1,172,153,17.75,30.25,48,-12.5,12.5,3700,15.7,4.243243243
QB,26.95959596,31.41510342,24.92063492,25,15,30,49,24.75,15.25,40,9.5,9.5,6300,26.86,4.263492063
WR,93,107,94.5,94,51,95,132,27.5,21.5,49,6,6,4100,17.5,4.268292683
RB,58.5,56.33333333,43,44,65,42,83,16.75,27.25,44,-10.5,10.5,4700,20.1,4.276595745
WR,116.5,118.6666667,109.5,105,110,114,137,25,21.5,46.5,3.5,3.5,5400,23.1,4.277777778
